title,authors,editors,tm,type,publisher,isbn,abstract,year,department,pdf_path,external_link,citation,keyword,status,restricted
Indigenous food crops of the Aetas tribe in the Philippines and their traditional methods of food preparation,Arturo M. Elegado and Romualdo B. de Guzman,,P,Book,"Bataan Peninsula State University, City of Balanga 2100, Bataan, Philippines",,,2014,None,,,"Alegado, A. M., & De Guzman, R. B., Jr. (2014). Indigenous food crops of the Aetas tribe in the Philippines and their traditional methods of food preparation. In P. Durst & N. Bayasgalanbat (Eds.), Promotion of underutilized indigenous food resources for food security and nutrition in Asia and the Pacific. Bangkok, Thailand: Food and Agriculture Organization of the United Nations, Regional Office for Asia and the Pacific.","Philippine Aborigines, indigenous foods, traditional food preparation",0,0
The Waray culture of the Philippines,Joycie Alegre,,NP,Article,University of the Philippines Visayas,,"Understanding the culture of the Waray people who inhabit the islands of Leyte and Samar of the Eastern Visayas region of the Philippines; with analytical description of the various domains of their life -- history, environment, food, dwelling, socio-economic-political system, traditional beliefs and art expressions based on field research and life engagement by the author.",,None,,,"Alegre, J. (n.d.). The Waray culture of the Philippines. Retrieved from https://www.academia.edu/8631312/The_Waray_Culture_of_the_Philippines","Waray culture, waray meal, agricultural crops",0,0
"Use and acceptability of kamote, saluyot, malunggay and cacao in the preparation of chiffon cake",Alma M. Aliteg,,P,Journal,"Food and Service Management, Marikina Polytechnic College, Marikina City, Philippines",,"The salient findings of the study yield that: (1) The three groups of respondents evaluation in the chiffon cake revealed that they liked much proportion 3 on 2 grams of kamote, malunggay, and saluyot leaves powder in terms of the given criteria as evidenced by the average weighted means of 4.33, 4.25 and 4.23. (2) There are no significant differences in three groups of respondents, evaluation on the prepared chiffon cake with three proportions kamote, malunggay, and saluyot leaves powder as to the given criteria. The prepared cacao chiffon cake with three different proportions of kamote, saluyot, and malunggay leaves powder are all acceptable to the teenagers, young adults, and adults.",2015,None,,,"Aliteg, A. A. (2015). Use and acceptability of kamote, saluyot, malunggay and cacao in the preparation of chiffon cake. Asia Pacific Higher Education Research Journal, 2(1). https://scispace.com/papers/use-and-acceptability-of-kamote-saluyot-malunggay-and-cacao-4sc3nb8dal","Cacao chiffon cake, powdered kamote, saluyot, malunggay leaf additives",0,0
Product development of malunggay (Moringga oleifera) and sweet potato (Ipomea batatas) for pastry and fillings,"Margie C. Aller, Manolito D. Villarin, Pet Roey L. Pascual",,NP,Journal,Cebu Technological University – Barili Campus,"ISSN: 2199-8698, Volume 19, Issue 1, Article 5","The study revealed that 75mL camote leaves decoction and 24g dried “malunggay” leaf powder formulation on the “malunggay-camote” pastry shell got the highest mean score in all sensory attributes considered due to higher amount of variables added to the formulation. There were significant differences on the 75mL camote leaves decoction added with 24g dried “malunggay” leaves powder, level of acceptability in terms of flavor and over-all acceptability. On the hedonic mean acceptability score of “malunggay-camote” boat tart product, 75mL camote decoction added with 24g dried malunggay leaves powder is the most acceptable formulation. DOST chemical result showed the aerobic plate count <25x102 EAPC*/g, Escherichia coli Count, <1.0x10 cfu/g. Total Coliform Count <1.0 x 10 cfu/g, Mold and Yeast Count 2.0x10 cfu/g. The microbial results in cfu/g for S. aureus (coagulase+) was <102, MYC <102, SPC/APC cfu/g <104, Coliforms, <50. These results are within the acceptable limit, therefore the product is safe for human consumption.",2015,None,,,"Aller, M. C., Villarin, M. D., & Pascual, P. R. L. (2015). Product development of malunggay (Moringa oleifera) and sweet potato (Ipomoea batatas) for pastry and fillings. Tropical Technology Journal, 19(1).https://www.researchgate.net/publication/283760747_Product_Development_of_Malunggay_Moringga_Oleifera_and_Sweet_Potato_Ipomea_Batatas_for_Pastry_and_Fillings","Pastry boat tart shell, pastry fillings, sensory attributes, taste panelists, techno-guideword, nutritive analysis",0,0
Bioactives in three Philippine ferns,"Victor B. Amoroso, April Joie D. Lagumbay, Rainear A. Mendez, Reggie Y. De La Cruz, Anabelle P. Villalobos",,NP,Journal,"1Center for Biodiversity Research and Extension in Mindanao, Central Mindanao University, Musuan, Bukidnon 8710, Philippines; 2Department of Science and Technology, Philippines and Jonhson & Johnson Pharmaceuticals, USA.",,"Ferns in the Philippines have been used by native people as food and tea since the early times but over time their values have been lost in the Filipino diet. The present study was aimed at bringing back the lost value of ferns by demonstrating their important components needed for health and wellness in food. To do this, we determined the antioxidants, proteins and phytochemicals in three edible species of ferns, namely: Diplazium esculentum (Retz.) Sw., Marsilea crenata Presl and Stenochlaena palustris (Burm.f.) Bedd. These edible ferns were collected from the wild in several places in Mindanao and were propagated in the pteridogarden in Central Mindanao University (CMU), Musuan, Bukidnon. The young fern fronds which are the part used for food were tested in the CMU Natural Sciences Laboratories. Test results showed quantitative level of antioxidant activity by the DPPH (1,1-diphenyl-2-picrylhydrazyl) assay with D. esculentum exhibiting the highest antioxidant activity relative to ascorbic acid (83%). Laboratory test results also showed protein content as high as 4.4 mg/g for M. crenata. All the three fern species showed positive to alkaloids, saponins, phenolics and flavonoids and only D. esculentum showed definite positive to terpenes. M. crenata and S. palustris showed faint bands for terpenes.",2014,None,,,"Amoroso, V. B., Lagumbay, A. J. D., Mendez, R. A., de la Cruz, R. Y., & Villalobos, A. P. (2014). Bioactives in three Philippine ferns. Asia Life Sciences, 23(2), 445–454. https://www.researchgate.net/publication/283760747_Product_Development_of_Malunggay_Moringga_Oleifera_and_Sweet_Potato_Ipomea_Batatas_for_Pastry_and_Fillings
","Ferns, antioxidants, proteins, phytochemicals, Mindanao, Philippines",0,0
"Bringing back the lost value of Philippine edible ferns: their antioxidant, proteins and utilization","Victor B. Amoroso, Rainear A. Mendez and Annabelle P. Villalobos",,NP,Journal,"1Center for Biodiversity Research and Extension in Mindanao (CEBREM), Central Mindanao University, Musuan, Bukidnon 8710 Philippines. 2Department of Biology, Central Mindanao University, Musuan, Bukidnon 8710 Philippines. 3Department of Chemistry, Central Mindanao University, Musuan, Bukidnon 8710 Philippines. 4Department of Science and Technology Balik-Scientist and Biotech Drug Discovery and Development Consultant (USA).",ISSN: 2320-5407,"Ferns have myriad compounds and are used by native people as food for a long time but this use seems to diminish over time. Knowing their use as food, bioactives and proteins were determined to demonstrate their health and wellness benefits. Ten species of edible ferns were collected and propagated in the Pteridogarden. The young sterile fronds were used to determine bioactives and proteins. The bioactives were determined by thin layer chromatography, DPPH assay, Bradford assay and SDS-PAGE. A seminar-field visit was conducted to disseminate the new information gathered and a recipe book was prepared. Phytochemical analysis revealed alkaloids, saponins, phenolics, terpenes and flavonoids. The antioxidant activity ranged from 32.5-76.0% relative to ascorbic acid or 31-152?mol ascorbic acid/g wet weight. The protein content ranged from 0.1-4.4mg/g wet weight. The molecular weights of component proteins ranged from 10-250kDa. Marsilea crenata, Acrostichum aureum, Pteris ensiformis? Angiopteris palmiformis, Asplenium nidus and Diplazium esculentum exhibited high quantifiable antioxidant activity. On the other hand, M. crenata, A. aureum, P. ensiformis, A. palmiformis, D. esculentum and Stenochlaena palustris have high protein content. These results together with food recipes were disseminated to the public. The ten species of edible ferns contain quantifiable amounts of antioxidants and proteins. Based on these data and the dishes prepared, M. crenata, D. esculentum S. palustris, P. ensiformis, A. palmiformis, A. nidus and A. aureum are potential and alternatively good food source.",2017,None,,https://www.journalijar.com/uploads/750_IJAR-16785.pdf,"Amoroso, V. B., Mendez, R. A., & Villalobos, A. P. (2017). Bringing back the lost value of Philippine edible ferns: Their antioxidant, proteins, and utilization. International Journal of Advanced Research, 5(4), 757–770. https://doi.org/10.21474/IJAR01/3873","Pteridiphytes, pteridogarden, antioxidant, proteins, phytochemicals, fern recipe",0,0
Processing Breadfruit,Carlos J. Andam,,P,Article,Manila Bulletin,,,2010,None,,,"Andam, C.J. (2010). Processing Breadfruit. Agriculture Monthly Magazine (Manila Bulletin) 14(9):22","Rimas, pastries, biscuits, multi-commodity solar tunnel dryer",0,0
Rooting Response of Seedless Breadfruit (Artocarpus Altilis) Root Cuttings in Different Levels of Indole Butyric Acid,Anon,,P,Thesis,"Mindoro State College of Agriculture and Technology, Alcate, Victoria, Oriental Mindoro",,,,None,,,"Anon. Rooting Response of Seedless Breadfruit (Artocarpus Altilis) Root Cuttings in Different Levels of Indole Butyric Acid. Mindoro State College of Agriculture and Technology, Alcate, Victoria, Oriental Mindoro (Undergraduate thesis).","Breadfruit, rooting hormone, indole butyric acid",0,0
Vegetable as drug,,,P,Article,,,,,None,,,Anon. Vegetable as drug.,"Vegetables, medicinal uses, Polypodiaceae, Commelinaceae, compedium",0,0
Varietal improvements of sweet potato fro the Philippine highlands,"B. A. Anselmo, Z. Ganga, E. Badol, M. C. Posa, and C. Sagudan",,P,Thesis,,,"Today’s sweet potato farmers in the Philippine Highlands are demanding cultivars that are high yielding, acceptable to consumers, and tolerant of major stresses such as shade and low fertility soils. The Varietal Improvement Project screens germ plasm according to criteria 
based on farmers' demands. Selected varieties must have good yields and be resistant to drought. This year, about 10,000 segregating seeds were generated through the polycross method for use as a source of variability for drought tolerance. Simultaneously, under glasshouse conditions, local cultivars were screened to identify resistant genotypes. Results 
showed that only two cultivars (Kalbo-oy and Tocano) produced storage roots under drought conditions. These cultivars will be used as checks in screenings for drought resistance. Screening and evaluation of various genotypes will continue on station and in farmers' fields, where major stresses are encountered.",,None,,,"Anselmo, B. A., Ganga, Z., Badol, E., Posa, M. C., & Sagudan, C. (n.d.). Varietal improvements of sweet potato for the Philippine highlands: Selecting for drought resistance.","Sweet potato, sweet potato seeds, Philippine highlands, participatory approach",0,0
